id,name,cost,mile,gear,seller,address,web,webid,date
187,"🔥 Mazda 2 1.3 Skyactiv High Connect ผ่อน 5,xxx ฟรี! ทดลองขับถึงบ้าน","350,600
                                            

                                                ฿323,100
                                            
","153,889",เกียร์อัตโนมัติ,"

                                                Cars24
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-high-connect-bangkok/1-3-skyactiv-high-connect-ผ่อน-5-xxx-ฟรี-ทดลองขับถึงบ้าน-aid24281842
",2023-10-27
188,ขายรถ 2018 MAZDA BT-50 PRO 2.2 DOUBLE CAB HI-RACER,"435,000
                                            
","120,000",เกียร์อัตโนมัติ,"

                                                รถสวยพีพีเค
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-bt-50-pro-2-2-hi-racer-bangkok/ขายรถ-2018-2-2-double-cab-hi-racer-aid24409182
",2023-10-27
189,2012 Mazda 3 2.0 Maxx Sports รถเก๋ง 5 ประตู,"279,000
                                            

ราคาดาวน์ ฿0

","296,000",เกียร์อัตโนมัติ,"

                                                สุราษฎร์ ออโต้ เซอร์วิส
                                            
",สุราษฎร์ธานี,chobrod,"car-mazda-3-2-0-maxx-sports-suratthani/2012-รถเก๋ง-5-ประตู-aid24292712
",2023-10-27
190,2021 Mazda 2 1.3 SP Sedan สีแดงเข้มสวยหรูมาก โฉมหน้าใหม่ ตัวท็อปสุดสวยหรูดูผู้ดีมาก,"469,000
                                            
","47,316",เกียร์อัตโนมัติ,"

                                                Auto Villa สาขาลำลูกกา
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-sp-bangkok/01-sedan-สีแดงเข้มสวยหรูมาก-โฉมหน้าใหม่-ตัวท็อปสุดสวยหรูดูผู้ดีมาก-aid24261112
",2023-10-27
192,2022 Mazda CX3 2.0 Comfort คันนี้รถสวยสภาพเหมือนรถใหม่ อายุใช้งานอีกนาน ภายในสะอาด ภายนอกสวย สีขาว,"699,000
                                            
","28,070",เกียร์อัตโนมัติ,"

                                                Auto Villa สาขาลำลูกกา
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-3-2-0-comfort-bangkok/2022-cx3-คันนี้รถสวยสภาพเหมือนรถใหม่-อายุใช้งานอีกนาน-ภายในสะอาด-ภายนอกสวย-สีขาว-aid24401692
",2023-10-27
193,รถมือสอง 2018 Mazda CX-5 2.2 XD SUV  รับประกันเครื่องยนต์และเกียร์ 2 ปี,"757,000
                                            
","159,000",เกียร์อัตโนมัติ,"

                                                ราชพฤกษ์ พี คาร์เซ็นเตอร์
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-5-2-2-xd-bangkok/รถมือสอง-2018-suv-รับประกันเครื่องยนต์และเกียร์-2-ปี-aid24408862
",2023-10-27
194,Mazda 3 2.0 SP ตัวท็อปสุด ปี 2020 เครื่องเบนซิล Skyactiv-G 2.0 ลิตร เกียร์ auto รถสวยเดิม,"595,000
                                            
","132,000",เกียร์อัตโนมัติ,"

                                                วีรวิชญ์ คาร์
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-sp-bangkok/ตัวท็อปสุด-ปี-2020-เครื่องเบนซิล-skyactiv-g-2-0-ลิตร-เกียร์-auto-รถสวยเดิม-aid24217202
",2023-10-27
195,Mazda 2 Sports High Connect 1.3 เบนซิล 5 ประตู ปี 2018 รถสวย ตัวถังบางเดิม ไม่เคยเฉี่ยวชน,"329,000
                                            

ราคาดาวน์ ฿0

","47,000",เกียร์อัตโนมัติ,"

                                                วีรวิชญ์ คาร์
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-sports-high-connect-bangkok/sports-high-connect-1-3-เบนซิล-5-ประตู-ปี-018-รถสวย-ตัวถังบางเดิม-ไม่เคยเฉี่ยวชน-aid24311292
",2023-10-27
196,Mazda BT-50 PRO 2.2 Hi-Racer ปี2017 รถกระบะ,"359,999
                                            
",1,เกียร์ธรรมดา,"

                                                KS SPEED
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-bt-50-pro-2-2-hi-racer-bangkok/ปี-2017-รถกระบะ-aid24408762
",2023-10-27
197,2016 Mazda CX-5 2.2 XDL 4WD SUV ออกรถฟรี ออกง่าย,"577,000
                                            

ราคาดาวน์ ฿0

","100,988",เกียร์อัตโนมัติ,"

                                                ราชพฤกษ์ พี คาร์เซ็นเตอร์
                                            
",นนทบุรี,chobrod,"car-mazda-cx-5-2-2-xdl-4wd-nonthaburi/2016-suv-ออกรถฟรี-ออกง่าย-aid24354082
",2023-10-27
198,2018 Mazda CX-5 2.2 XDL 4WD SUV ช่วยผ่อน 6 เดือน,"767,000
                                            
","173,000",เกียร์อัตโนมัติ,"

                                                ราชพฤกษ์ พี คาร์เซ็นเตอร์
                                            
",นนทบุรี,chobrod,"car-mazda-cx-5-2-2-xdl-4wd-nonthaburi/2018-suv-ช่วยผ่อน-6-เดือน-aid24359802
",2023-10-27
199,2022 Mazda BT-50 PRO 2.2 Hi-Racer รถกระบะ ไมล์น้อย ผ่อนสบาย,"487,000
                                            

ราคาดาวน์ ฿0

","8,700",เกียร์ธรรมดา,"

                                                ราชพฤกษ์ พี คาร์เซ็นเตอร์
                                            
",นนทบุรี,chobrod,"car-mazda-bt-50-pro-2-2-hi-racer-nonthaburi/2022-รถกระบะ-ไมล์น้อย-ผ่อนสบาย-aid24363592
",2023-10-27
200,ขาย รถมือสอง 2018 Mazda CX-5 2.2 XD SUV  รถสภาพดี มีประกัน,"757,000
                                            
","159,000",เกียร์อัตโนมัติ,"

                                                ราชพฤกษ์ พี คาร์เซ็นเตอร์
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-5-2-2-xd-bangkok/ขาย-รถมือสอง-2018-suv-รถสภาพดี-มีประกัน-aid24383942
",2023-10-27
201,ขาย รถมือสอง 2020 Mazda 2 1.3 S Sports รถเก๋ง 4 ประตู  ออกรถ 0 บาท,"519,000
                                            

                                                ฿479,000
                                            
","15,000",เกียร์อัตโนมัติ,"

                                                จิวออโต้คาร์
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-s-sports-bangkok/ขาย-รถมือสอง-00-รถเก๋ง-4-ประตู-ออกรถ-0-บาท-aid24351502
",2023-10-27
202,ขาย รถมือสอง 2013 Mazda 3 2.0 Maxx Sports รถเก๋ง 5 ประตู  ออกรถ 0 บาท,"359,000
                                            

                                                ฿339,000
                                            
","140,000",เกียร์อัตโนมัติ,"

                                                จิวออโต้คาร์
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-maxx-sports-bangkok/ขาย-รถมือสอง-201-รถเก๋ง-5-ประตู-ออกรถ-0-บาท-aid24351562
",2023-10-27
203,ขายรถมือสอง 2012 Mazda 2 1.5 Maxx Sports รถเก๋ง 5 ประตู คุณภาพอันดับ 1 ราคาคุ้มค่,"229,000
                                            

ราคาดาวน์ ฿0

","121,832",เกียร์อัตโนมัติ,"

                                                ขุมทรัพย์ รถบ้านคุณภาพดี
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-5-maxx-sports-bangkok/ขายรถมือสอง-01-รถเก๋ง-5-ประตู-คุณภาพอันดับ-1-ราคาคุ้มค่-aid24247302
",2023-10-27
204,4F77 Mazda CX-3 2.0 S SUV 2017,"459,000
                                            
","166,000",เกียร์อัตโนมัติ,"

                                                บีบี สมาร์ทคาร์4 (ถนนกาญจนาภิเษก )
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-3-2-0-s-bangkok/4f77-suv-2017-aid24259972
",2023-10-27
205,4B74 ขาย รถมือสอง Mazda 3 2.0 SP รถเก๋ง 4 ประตู 2019,"639,000
                                            
","58,000",เกียร์อัตโนมัติ,"

                                                บีบี สมาร์ทคาร์4 (ถนนกาญจนาภิเษก )
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-sp-bangkok/4b74-ขาย-รถมือสอง-รถเก๋ง-4-ประตู-2019-aid24272122
",2023-10-27
206,2018 Mazda CX-3 2.0 S suv รถสภาพดี มีประกัน,"518,000
                                            

                                                ฿488,000
                                            
","74,259",เกียร์อัตโนมัติ,"

                                                84 Carcenter
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-3-2-0-s-bangkok/2018-suv-รถสภาพดี-มีประกัน-aid24408442
",2023-10-27
207,ขาย รถมือสอง 2012 Mazda 2 1.5 Elegance Groove รถเก๋ง 4 ประตู  A/T,"255,000
                                            

                                                ฿195,000
                                            
","122,888",เกียร์อัตโนมัติ,"

                                                ขงเบ้ง GOOD CAR
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-5-elegance-groove-bangkok/ขาย-รถมือสอง-01-รถเก๋ง-4-ประตู-a-t-aid24334332
",2023-10-27
208,ขาย รถมือสอง 2012 Mazda 2 1.5 Spirit Sports รถเก๋ง 5 ประตู A/T,"235,000
                                            

                                                ฿215,000
                                            
","116,882",เกียร์อัตโนมัติ,"

                                                ขงเบ้ง GOOD CAR
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-5-spirit-sports-bangkok/ขาย-รถมือสอง-01-รถเก๋ง-5-ประตู-a-t-aid24381372
",2023-10-27
209,2012 Mazda 2 1.5 Elegance Groove รถเก๋ง 4 ประตู A/T,"195,000
                                            
","102,530",เกียร์อัตโนมัติ,"

                                                ขงเบ้ง GOOD CAR
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-5-elegance-groove-bangkok/01-รถเก๋ง-4-ประตู-a-t-aid24382502
",2023-10-27
210,2012 Mazda 2 1.5 Elegance Spirit รถเก๋ง 4 ประตู A/T,"215,000
                                            
","117,487",เกียร์อัตโนมัติ,"

                                                ขงเบ้ง GOOD CAR
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-5-elegance-spirit-bangkok/01-รถเก๋ง-4-ประตู-a-t-aid24386392
",2023-10-27
211,MAZDA CX-5 2.2 XD ปี 2016 รถสวย มือแรกออกห้าง สภาพพร้อมใช้งาน ไมล์น้อย ดีเซล รับประกันตัวถังสวย,"458,000
                                            
","120,000",เกียร์อัตโนมัติ,"

                                                KB auto
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-5-2-2-xd-bangkok/ปี-2016-รถสวย-มือแรกออกห้าง-สภาพพร้อมใช้งาน-ไมล์น้อย-ดีเซล-รับประกันตัวถังสวย-aid24319052
",2023-10-27
212,2018 Mazda CX-5 2.0 S SUV รถสวย,"685,000
                                            
","127,562",เกียร์อัตโนมัติ,"

                                                รถบ้านคุณฉัตรชัย
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-5-2-0-s-bangkok/2018-suv-รถสวย-aid24240122
",2023-10-27
213,2018 Mazda CX5 2.0 C รถสวยสภาพพร้อมใช้งาน สภาพใหม่กริป,"659,000
                                            
","61,973",เกียร์อัตโนมัติ,"

                                                Auto Villa สาขาลำลูกกา
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-5-2-0-c-bangkok/2018-cx5-รถสวยสภาพพร้อมใช้งาน-สภาพใหม่กริป-aid24408142
",2023-10-27
214,MAZDA 2 1.3 S SEDAN ปี 2021 รถบ้าน มือแรกออกห้าง สภาพป้ายแดง ไมล์น้อย 3 หมื่นโล รับประกันตัวถังสวย,"428,000
                                            
","30,000",เกียร์อัตโนมัติ,"

                                                KB auto
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-s-leather-bangkok/1-3-s-sedan-ปี-01-รถบ้าน-มือแรกออกห้าง-สภาพป้ายแดง-ไมล์น้อย-3-หมื่นโล-รับประกันตัวถังสวย-aid24408192
",2023-10-27
215,MAZDA CX-30 2.0 SP 2021 รถบ้าน มือแรกออกห้าง สภาพป้ายแดง TOP สุด ไมล์น้อย 4 หมื่นโล รับประกันตัวถัง,"798,000
                                            
","40,000",เกียร์อัตโนมัติ,"

                                                KB auto
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-30-2-0-sp-bangkok/2021-รถบ้าน-มือแรกออกห้าง-สภาพป้ายแดง-top-สุด-ไมล์น้อย-4-หมื่นโล-รับประกันตัวถัง-aid24408232
",2023-10-27
216,ขายรถ Mazda BT-50 PRO Free Style 2.2 CAB ปี 2016,"335,000
                                            
","59,000",เกียร์ธรรมดา,"

                                                PS USED CAR
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-bt-50-pro-2-2-hi-racer-bangkok/ขายรถ-free-style-2-2-cab-ปี-2016-aid24371912
",2023-10-27
217,2014 Mazda CX-5 2.0 C ฟรีดาวน์,"468,000
                                            

                                                ฿398,000
                                            
","142,760",เกียร์อัตโนมัติ,"

                                                84 Carcenter
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-5-2-0-c-bangkok/2014-ฟรีดาวน์-aid24408282
",2023-10-27
218,2018 Mazda 3 2.0 SP Sedan สภาพใหม่กริป อายุการใช้งานอีกนาน สภาพแบบนี้ ถือว่าสวยมากๆ ภายในสะอาด,"509,000
                                            
","61,081",เกียร์อัตโนมัติ,"

                                                Auto Villa สาขาลำลูกกา
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-sp-bangkok/2018-sedan-สภาพใหม่กริป-อายุการใช้งานอีกนาน-สภาพแบบนี้-ถือว่าสวยมากๆ-ภายในสะอาด-aid24334182
",2023-10-27
219,2015 Mazda BT50 Pro Doublecab HiRacer 2.2 Eclipse M/T รถสวยสภาพใหม่กริป อายุใช้งานอีกนาน สภาพสวย,"399,000
                                            
","70,766",เกียร์ธรรมดา,"

                                                Auto Villa สาขาลำลูกกา
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-bt-50-pro-2-2-hi-racer-eclipse-bangkok/2015-bt50-pro-doublecab-hiracer-2-2-eclipse-m-t-รถสวยสภาพใหม่กริป-อายุใช้งานอีกนาน-สภาพสวย-aid24334172
",2023-10-27
220,2021 Mazda 2 1.3 SP Sedan รถสวยสภาพพร้อมใช้งาน ไม่แตกต่างจากป้ายแดงเลย สภาพใหม่กริป สภาพแบบนี้สวยมาก,"459,000
                                            
","47,316",เกียร์อัตโนมัติ,"

                                                Autovilla สาขาร่มเกล้า
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-sp-bangkok/01-sedan-รถสวยสภาพพร้อมใช้งาน-ไม่แตกต่างจากป้ายแดงเลย-สภาพใหม่กริป-สภาพแบบนี้สวยมาก-aid24277452
",2023-10-27
221,2019 Mazda 3 2.0 S Sedan รถสวยสภาพป้ายแดง สภาพใหม่กริป สภาพแบบนี้ ถือว่าสวยมากๆ ภายในสะอาด ภายนอกสวย,"539,000
                                            
","97,302",เกียร์อัตโนมัติ,"

                                                Autovilla สาขาร่มเกล้า
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-s-bangkok/2019-sedan-รถสวยสภาพป้ายแดง-สภาพใหม่กริป-สภาพแบบนี้-ถือว่าสวยมากๆ-ภายในสะอาด-ภายนอกสวย-aid24356502
",2023-10-27
222,Mazda2 1.3 S Leather Sports,"499,000
                                            
","17,879",เกียร์อัตโนมัติ,"

                                                Auto Villa ศรีนครินทร์
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-s-sports-leather-bangkok/1-3-s-leather-sports-aid24389432
",2023-10-27
223,2020 Mazda CX3 2.0 SP รถสวยสภาพพร้อมใช้งาน ไม่แตกต่างจากป้ายแดงเลย สภาพใหม่กริป,"629,000
                                            
","22,933",เกียร์อัตโนมัติ,"

                                                Auto Villa ศรีนครินทร์
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-3-2-0-sp-bangkok/2020-cx3-รถสวยสภาพพร้อมใช้งาน-ไม่แตกต่างจากป้ายแดงเลย-สภาพใหม่กริป-aid24336392
",2023-10-27
224,2022 Mazda 2 1.3 S Leather Sedan คันนี้รถสวยสภาพเหมือนรถใหม่ ไม่แตกต่างป้ายแดง สวยมากๆ,"459,000
                                            
","16,448",เกียร์อัตโนมัติ,"

                                                Auto Villa ศรีนครินทร์
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-s-leather-bangkok/0-sedan-คันนี้รถสวยสภาพเหมือนรถใหม่-ไม่แตกต่างป้ายแดง-สวยมากๆ-aid24296462
",2023-10-27
225,2020 Mazda 3 2.0 S Sedan รถสวยสภาพป้ายแดง ภายในสะอาด ภายนอกสวย เจ้าของมือเดียวดูแลดีมากๆ,"669,000
                                            
","58,094",เกียร์อัตโนมัติ,"

                                                Auto Villa ศรีนครินทร์
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-s-bangkok/2020-sedan-รถสวยสภาพป้ายแดง-ภายในสะอาด-ภายนอกสวย-เจ้าของมือเดียวดูแลดีมากๆ-aid24257842
",2023-10-27
226,3B64 Mazda CX-5 2.0 S SUV ปี 2018,"649,000
                                            
","122,000",เกียร์อัตโนมัติ,"

                                                บีบี สมาร์ทคาร์3 (ถ.กาญจนาภิเษก เดอะเบส 5 )
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-5-2-0-s-bangkok/3b64-suv-ปี-2018-aid24207302
",2023-10-27
227,1A247 MAZDA 2  1.5 XD HIGHT PLUS L 2016,"319,000
                                            
","173,000",เกียร์อัตโนมัติ,"

                                                บีบี สมาร์ทคาร์1 (สี่แยกมไหสวรรค์)
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-5-xd-high-plus-l-bangkok/1a47-1-5-xd-hight-plus-l-016-aid24190022
",2023-10-27
228,2018 Mazda CX5 2.0 S รถสวยสภาพพร้อมใช้งาน สภาพใหม่กริป,"669,000
                                            
","119,700",เกียร์อัตโนมัติ,"

                                                Auto Villa ศรีนครินทร์
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-5-2-0-s-bangkok/2018-cx5-รถสวยสภาพพร้อมใช้งาน-สภาพใหม่กริป-aid24390042
",2023-10-27
229,1A219 MAZDA CX-3  1.5 XDL  2017,"499,000
                                            
","112,000",เกียร์อัตโนมัติ,"

                                                บีบี สมาร์ทคาร์1 (สี่แยกมไหสวรรค์)
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-3-1-5-xdl-bangkok/1a219-2017-aid24186992
",2023-10-27
230,Mazda Cx-5 2.2 XDL AWD ปี : 2016 รถบ้าน ขับสบาย,"519,000
                                            
","167,000",เกียร์อัตโนมัติ,"

                                                One2Auto
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-5-2-2-xdl-4wd-bangkok/2-2-xdl-awd-ปี-2016-รถบ้าน-ขับสบาย-aid24379942
",2023-10-27
231,2020 Mazda CX-5 2.0 SP SUV AT TOP สุดเครื่องเบนซิน FULL OPTION P7776,"659,000
                                            

ราคาดาวน์ ฿0

","100,000",เกียร์อัตโนมัติ,"

                                                BIGAUTO
                                            
",ปทุมธานี,chobrod,"car-mazda-cx-5-2-0-sp-pathumthani/2020-suv-at-top-สุดเครื่องเบนซิน-full-option-p7776-aid24367692
",2023-10-27
232,ขายรถ Mazda 2 SKYACTIVE 1.3 Sports High ปี 2017 AT,"255,000
                                            

ราคาดาวน์ ฿0

","70,000",เกียร์อัตโนมัติ,"

                                                99 ออโต้
                                            
",นนทบุรี,chobrod,"car-mazda-2-1-3-sports-high-nonthaburi/ขายรถ-skyactive-ปี-017-at-aid24401622
",2023-10-27
233,2020 Mazda 2 1.3 High Connect รถเก๋ง 4 ประตู ฟรีดาวน์ไม่ต้องใช้เงินซักบาท,"379,000
                                            

ราคาดาวน์ ฿0

","84,000",เกียร์อัตโนมัติ,"

                                                นิค รถผ่านการตรวจสอบมีใบเซอร์ รถบ้านรามอินทราซอย5 
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-high-connect-bangkok/00-รถเก๋ง-4-ประตู-ฟรีดาวน์ไม่ต้องใช้เงินซักบาท-aid24377222
",2023-10-27
234,2017 Mazda 2 1.5 XD Sport High Plus L รถเก๋ง 5 ประตู รถสวย,"418,000
                                            
","150,000",เกียร์อัตโนมัติ,"

                                                Premium Use Car Center
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-5-xd-sport-high-plus-l-bangkok/017-รถเก๋ง-5-ประตู-รถสวย-aid24407782
",2023-10-27
235,ขาย รถมือสอง 2019 Mazda 2 1.3 High Connect รถเก๋ง 5 ประตู  ออกรถ 0 บาท,"399,000
                                            
","7,100",เกียร์อัตโนมัติ,"

                                                CarMin Auto
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-high-connect-bangkok/ขาย-รถมือสอง-019-รถเก๋ง-5-ประตู-ออกรถ-0-บาท-aid24407322
",2023-10-27
236,"🔥 Mazda3 2.0 S Sports ผ่อน 8,707 ฟรี! ทดลองขับถึงบ้าน","528,700
                                            
","90,794",เกียร์อัตโนมัติ,"

                                                Cars24
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-s-sports-bangkok/ผ่อน-8-707-ฟรี-ทดลองขับถึงบ้าน-aid24308682
",2023-10-27
237,ขาย รถมือสอง 2021 Mazda 2 1.3 S Sports LEATHER รถเก๋ง 5 ประตู  รถบ้านมือเดียว,"419,000
                                            
","34,036",เกียร์อัตโนมัติ,"

                                                คุณเมธี
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-s-sports-leather-bangkok/ขาย-รถมือสอง-01-รถเก๋ง-5-ประตู-รถบ้านมือเดียว-aid24219772
",2023-10-27
238,2022 MAZDA 2 SKYACTIV 1.3 S LEATHER เกียร์AUTO สีขาวมุก ฟรีดาวน์ ออกรถ 0 บาท,"479,000
                                            

ราคาดาวน์ ฿0

","26,359",เกียร์อัตโนมัติ,"

                                                คุณเมธี
                                            
",ชลบุรี,chobrod,"car-mazda-2-1-3-s-leather-chonburi/0-skyactiv-เกียร์-auto-สีขาวมุก-ฟรีดาวน์-ออกรถ-0-บาท-aid24294942
",2023-10-27
239,"2022 MAZDA 3 2.0 SP (รุ่นTOPสุด) เกียร์AUTO สีดำ หลังคาSUNROOF กล้องรอบคัน วิ่งน้อย 10,012 กม.","869,000
                                            

ราคาดาวน์ ฿0

","10,012",เกียร์อัตโนมัติ,"

                                                คุณเมธี
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-sp-bangkok/2022-รุ่น-top-สุด-เกียร์-auto-สีดำ-หลังคา-sunroof-กล้องรอบคัน-วิ่งน้อย-10-012-กม-aid24317552
",2023-10-27
240,"2022 MAZDA 2 SKYACTIV 1.3 C เกียร์AUTO สีขาว ปุ่มSTART พวงมาลัยมัลติ DVD วิ่งน้อย 9,613 กม ฟรีดาวน์","449,000
                                            

ราคาดาวน์ ฿0

","9,613",เกียร์อัตโนมัติ,"

                                                คุณเมธี
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-c-bangkok/0-skyactiv-เกียร์-auto-สีขาว-ปุ่ม-start-พวงมาลัยมัลติ-dvd-วิ่งน้อย-9-613-กม-ฟรีดาวน์-aid24386742
",2023-10-27
241,2013 Mazda BT-50 PRO 2.2 Hi-Racer รถกระบะ รถบ้านมือเดียว,"329,000
                                            
","87,423",เกียร์ธรรมดา,"

                                                อัครเดช วุ่นบำรุง
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-bt-50-pro-2-2-hi-racer-bangkok/2013-รถกระบะ-รถบ้านมือเดียว-aid24335342
",2023-10-27
242,1A131 Mazda 2 1.3 High Connect รถเก๋ง 4 ประตู ปี 2016,"320,000
                                            
","91,000",เกียร์อัตโนมัติ,"

                                                บีบี สมาร์ทคาร์1 (สี่แยกมไหสวรรค์)
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-high-connect-bangkok/1a131-รถเก๋ง-4-ประตู-ปี-016-aid24177802
",2023-10-27
243,1A003 MAZDA 2 1.5 GROOV 5DR.  2012,"189,000
                                            
","98,000",เกียร์ธรรมดา,"

                                                บีบี สมาร์ทคาร์1 (สี่แยกมไหสวรรค์)
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-5-groove-bangkok/1a003-1-5-groov-5dr-01-aid24179282
",2023-10-27
244,🚗 Mazda 2 1.5 XD Skyactiv Sport high Plus Hatchback🚗,"328,000
                                            
","120,000",เกียร์อัตโนมัติ,"

                                                สุรชาติ หนูทอง
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-5-xd-sports-high-plus-bangkok/1-5-xd-skyactiv-sport-high-plus-hatchback-aid24407222
",2023-10-27
245,5W74 Mazda BT-50 PRO 3.2 R 4WD รถกระบะ 2012,"344,000
                                            
","224,000",เกียร์อัตโนมัติ,"

                                                บีบีสมาร์ทคาร์5
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-bt-50-pro-3-2-r-4wd-bangkok/5w74-รถกระบะ-2012-aid24407092
",2023-10-27
246,3E05 MAZDA 2  1.3 S LEATHER AT 2020,"444,000
                                            
","39,000",เกียร์อัตโนมัติ,"

                                                บีบี สมาร์ทคาร์3 (ถ.กาญจนาภิเษก เดอะเบส 5 )
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-s-leather-bangkok/3e05-at-00-aid24244272
",2023-10-27
247,3C04 Mazda CX-7 2.3 2.3T 4WD SUV ปี 2009,"309,000
                                            
","101,000",เกียร์อัตโนมัติ,"

                                                บีบี สมาร์ทคาร์3 (ถ.กาญจนาภิเษก เดอะเบส 5 )
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-7-2-3-2-3t-4wd-bangkok/3c04-suv-ปี-2009-aid24247962
",2023-10-27
248,3B95 Mazda BT-50 PRO 2.2 Hi-Racer รถกระบะ ปี 2013,"269,000
                                            
","165,000",เกียร์ธรรมดา,"

                                                บีบี สมาร์ทคาร์3 (ถ.กาญจนาภิเษก เดอะเบส 5 )
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-bt-50-pro-2-2-hi-racer-bangkok/3b95-รถกระบะ-ปี-2013-aid24254212
",2023-10-27
249,3E28  MAZDA 2  1.3 SP / 4DR AT 2020,"424,000
                                            
","74,000",เกียร์อัตโนมัติ,"

                                                บีบี สมาร์ทคาร์3 (ถ.กาญจนาภิเษก เดอะเบส 5 )
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-sp-bangkok/3e8-4dr-at-00-aid24260162
",2023-10-27
252,2012 Mazda 3 2.0 Maxx Sports รถเก๋ง 4 ประตู  มือสอง คุณภาพดี ราคาถูก,"285,000
                                            
","148,586",เกียร์อัตโนมัติ,"

                                                I CAR เชียงใหม่
                                            
",เชียงใหม่,chobrod,"car-mazda-3-2-0-maxx-sports-chiangmai/2012-รถเก๋ง-4-ประตู-มือสอง-คุณภาพดี-ราคาถูก-aid24359122
",2023-10-27
253,2018 Mazda CX-3 2.0 S  ออกรถ 0 บาท,"495,000
                                            
","75,885",เกียร์อัตโนมัติ,"

                                                I CAR เชียงใหม่
                                            
",เชียงใหม่,chobrod,"car-mazda-cx-3-2-0-s-chiangmai/2018-ออกรถ-0-บาท-aid24269752
",2023-10-27
254,2018 Mazda CX-5 2.0 SP AT ตัว TOP SUV รถบ้านมือเดียวสวยพร้อมใช้ ราคาถูก ไมล์แท้ 9หมื่นโล,"739,000
                                            

                                                ฿699,000
                                            
","94,209",เกียร์อัตโนมัติ,"

                                                มิคกี้ 19ศรีปกรณ์
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-5-2-0-sp-bangkok/2018-at-ตัว-top-suv-รถบ้านมือเดียวสวยพร้อมใช้-ราคาถูก-ไมล์แท้-9-หมื่นโล-aid24341562
",2023-10-27
