Version,generalInfo,distance,update,cost
"2013 MAZDA MAZDA3, 1.6 SPIRIT โฉม ปี11-15 4Dr",สีเทา เกียร์ออโต้ ทะเบียน 3กฌ8401 กรุงเทพฯ,"150,000 ",อัพเดท  9 ชม. ผู้เข้าชม  2426,"239,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








40,000
ดาวน์







3,313
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000บ.


ราคาป้ายแดง825"
"2013 MAZDA MAZDA2, 1.5 Maxx Sports โฉม ปี09-14 5Dr",สีฟ้า เกียร์ออโต้ ทะเบียน 2กล8351 กรุงเทพฯ,"120,000 ",อัพเดท  4 วัน ผู้เข้าชม  3608,"239,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








40,000
ดาวน์







3,313
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000บ.


ราคาป้ายแดง690"
"2013 MAZDA MAZDA3, 2.0 MAXX SPORT โฉม ปี11-15 5Dr",สีขาว เกียร์ออโต้ ทะเบียน 3กซ2324 กรุงเทพฯ,"180,000 ",อัพเดท  4 สัปดาห์ ผู้เข้าชม  4762,"240,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








40,000
ดาวน์







3,329
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000บ.


ราคาป้ายแดง1,079"
"2013 MAZDA MAZDA3, 2.0 MAXX โฉม ปี11-15 4Dr",สีดำ เกียร์ออโต้ ทะเบียน 2ขษ6078 กรุงเทพฯ,"190,000 ",อัพเดท  22 นาที ผู้เข้าชม  253,"249,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








40,000
ดาวน์







3,479
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000บ.


ราคาป้ายแดง1,079"
"2013 MAZDA MAZDA3, 1.6 SPIRIT SPORT โฉม ปี11-15 5Dr",สีดำ เกียร์ออโต้ ทะเบียน กจ9489 บุรีรัมย์,"198,000 ",อัพเดท  1 วัน ผู้เข้าชม  3518,"249,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








40,000
ดาวน์







3,479
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000บ.


ราคาป้ายแดง869"
"2013 MAZDA BT-50, PRO 2.2 V FREE STYLE CAB โฉม FREE STYLE CAB",สีขาว เกียร์ธรรมดา ทะเบียน บพ5924 กำแพงเพชร,"190,000 ",อัพเดท  3 วัน ผู้เข้าชม  3827,"258,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








40,000
ดาวน์







3,702
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000บ.


ราคาป้ายแดง639"
"2013 MAZDA MAZDA3, 1.6 SPIRIT SPORT S+ โฉม ปี11-15 5Dr",สีขาว เกียร์ออโต้ ทะเบียน 2กฉ7109 กรุงเทพฯ,"98,000 ",อัพเดท  6 ชม. ผู้เข้าชม  3022,"259,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








45,000
ดาวน์







3,562
ผ่อน



หารถโฉมนี้ที่ดาวน์ 45,000บ.


ราคาป้ายแดง895"
"2013 MAZDA BT-50, 2.5 V FREESTYLE CAB (COMMONRAIL) โฉม FREE STYLE CAB",สี เกียร์ธรรมดา ทะเบียน 2ฒว1743 กรุงเทพฯ,"140,000 ",อัพเดท  5 วัน ผู้เข้าชม  1720,"269,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








45,000
ดาวน์







3,803
ผ่อน



หารถโฉมนี้ที่ดาวน์ 45,000"
"2013 MAZDA MAZDA3, 1.6 SPIRIT โฉม ปี11-15 4Dr",สีเทา เกียร์ออโต้ ทะเบียน 1กพ1617 กรุงเทพฯ,"110,000 ",อัพเดท  7 ชม. ผู้เข้าชม  2034,"269,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








45,000
ดาวน์







3,729
ผ่อน



หารถโฉมนี้ที่ดาวน์ 45,000บ.


ราคาป้ายแดง825"
"2013 MAZDA BT-50, PRO 2.2 V FREE STYLE CAB โฉม FREE STYLE CAB",สีฟ้า เกียร์ธรรมดา ทะเบียน ฒส5573 กรุงเทพฯ,"65,000 ",อัพเดท  5 ชม. ผู้เข้าชม  3605,"269,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








45,000
ดาวน์







3,803
ผ่อน



หารถโฉมนี้ที่ดาวน์ 45,000บ.


ราคาป้ายแดง639"
"2013 MAZDA MAZDA3, 1.6 SPIRIT SPORT โฉม ปี11-15 5Dr",สีบรอนซ์เงิน เกียร์ออโต้ ทะเบียน 2กถ4481 กรุงเทพฯ,"120,000 ",อัพเดท  7 ชม. ผู้เข้าชม  3924,"269,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








45,000
ดาวน์







3,729
ผ่อน



หารถโฉมนี้ที่ดาวน์ 45,000บ.


ราคาป้ายแดง869"
"2013 MAZDA MAZDA3, 1.6 SPIRIT SPORT โฉม ปี11-15 5Dr",สีแดง เกียร์ออโต้ ทะเบียน กว1777 ขอนแก่น,"200,000 ",อัพเดท  1 วัน ผู้เข้าชม  1887,"274,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








45,000
ดาวน์







3,812
ผ่อน



หารถโฉมนี้ที่ดาวน์ 45,000บ.


ราคาป้ายแดง869"
"2013 MAZDA BT-50, PRO 2.2 DOUBLE CAB HI-RACER (ABS/LST) โฉม HI-RACER DOUBLE CAB",สีขาว เกียร์ออโต้ ทะเบียน 3กผ331 กรุงเทพฯ,"345,227 ",อัพเดท  1 วัน ผู้เข้าชม  1106,"287,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








45,000
ดาวน์







4,028
ผ่อน



หารถโฉมนี้ที่ดาวน์ 45,000"
"2013 MAZDA BT-50, PRO 2.2 FREE STYLE CAB HI-RACER โฉม HI-RACER FREE STYLE ",สีฟ้า เกียร์ธรรมดา ทะเบียน บพ1543 ศรีสะเกษ,"165,000 ",อัพเดท  2 ชม. ผู้เข้าชม  450,"294,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,143
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000"
"2013 MAZDA MAZDA3, 2.0 MAXX SPORT โฉม ปี11-15 5Dr",สีดำ เกียร์ออโต้ ทะเบียน 3กถ2700 กรุงเทพฯ,"150,000 ",อัพเดท  7 ชม. ผู้เข้าชม  870,"319,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,478
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง1,079"
"2013 MAZDA BT-50, PRO 2.2 DOUBLE CAB HI-RACER (ABS/LST) โฉม HI-RACER DOUBLE CAB",สีแดง เกียร์ธรรมดา ทะเบียน 2กฉ3612 กรุงเทพฯ,"80,000 ",อัพเดท  1 วัน ผู้เข้าชม  3438,"335,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,578
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000"
"2013 MAZDA BT-50, PRO 2.2 DOUBLE CAB HI-RACER โฉม HI-RACER DOUBLE CAB",สีขาว เกียร์ออโต้ ทะเบียน 8กบ1956 กรุงเทพฯ,"154,104 ",อัพเดท  7 ชม. ผู้เข้าชม  522,"355,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,911
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000"
"2013 MAZDA BT-50, PRO 2.2 DOUBLE CAB HI-RACER (ABS/LST) โฉม HI-RACER DOUBLE CAB",สีบรอนซ์เงิน เกียร์ออโต้ ทะเบียน 2กพ1002 กรุงเทพฯ,"45,000 ",อัพเดท  4 วัน ผู้เข้าชม  2521,"368,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







5,127
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000"
"2013 MAZDA CX-5, 2.2 XDL โฉม ปี13-ปัจจุบัน",สีขาว เกียร์ออโต้ ทะเบียน 1ขข2235 กรุงเทพฯ,"320,000 ",อัพเดท  4 วัน ผู้เข้าชม  732,"400,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








70,000
ดาวน์







5,493
ผ่อน



หารถโฉมนี้ที่ดาวน์ 70,000บ.


ราคาป้ายแดง1,770"
"2013 MAZDA CX-5, 2.2 XDL โฉม ปี13-ปัจจุบัน",สีน้ำเงิน เกียร์ออโต้ ทะเบียน วว3399 กรุงเทพฯ,"120,000 ",อัพเดท  5 วัน ผู้เข้าชม  1874,"4,390,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








700,000
ดาวน์







61,425
ผ่อน



หารถโฉมนี้ที่ดาวน์ 700,000บ.


ราคาป้ายแดง1,770"
"2014 MAZDA MAZDA3, 2.0 C โฉม ปี14-19 4Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน 3กบ4393 กรุงเทพฯ,"95,908 ",อัพเดท  5 วัน ผู้เข้าชม  3309,"335,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,578
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง914"
"2014 MAZDA CX-5, 2.2 XDL โฉม ปี13-ปัจจุบัน",สีน้ำเงิน เกียร์ออโต้ ทะเบียน ขค9680 อยุธยา,"116,800 ",อัพเดท  1 วัน ผู้เข้าชม  1365,"475,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,575
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง1,770"
"2014 MAZDA MAZDA2, 1.5 Maxx โฉม ปี09-14 4Dr",สีดำ เกียร์ออโต้ ทะเบียน 3กท1783 กรุงเทพฯ,"110,000 ",อัพเดท  21 นาที ผู้เข้าชม  2500,"199,000 บาทราคาป้ายแดง675"
"2014 MAZDA MAZDA2, 1.5 Groove โฉม ปี09-14 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 3กม6516 กรุงเทพฯ,"117,000 ",อัพเดท  2 วัน ผู้เข้าชม  507,"229,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








40,000
ดาวน์







3,146
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000บ.


ราคาป้ายแดง564"
"2014 MAZDA MAZDA2, 1.5 Maxx Sports โฉม ปี09-14 5Dr",สีแดง เกียร์ออโต้ ทะเบียน 6กฒ3328 กรุงเทพฯ,"96,000 ",อัพเดท  1 วัน ผู้เข้าชม  4100,"229,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








40,000
ดาวน์







3,146
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000บ.


ราคาป้ายแดง690"
"2014 MAZDA BT-50, PRO 2.2 S FREE STYLE CAB โฉม FREE STYLE CAB",สีดำ เกียร์ธรรมดา ทะเบียน 1ฒญ2977 กรุงเทพฯ,"232,000 ",อัพเดท  4 วัน ผู้เข้าชม  2005,"230,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








40,000
ดาวน์







3,226
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000บ.


ราคาป้ายแดง589"
"2014 MAZDA MAZDA2, 1.5 Spirit โฉม ปี09-14 4Dr",สีแดง เกียร์ออโต้ ทะเบียน 9กจ2048 กรุงเทพฯ,"87,000 ",อัพเดท  10 ชม. ผู้เข้าชม  2309,"234,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








40,000
ดาวน์







3,229
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000บ.


ราคาป้ายแดง615"
"2014 MAZDA MAZDA2, 1.5 Maxx โฉม ปี09-14 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 2กษ9204 กรุงเทพฯ,"120,000 ",อัพเดท  1 วัน ผู้เข้าชม  452,"239,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








40,000
ดาวน์







3,313
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000บ.


ราคาป้ายแดง675"
"2014 MAZDA MAZDA3, 1.6 SPIRIT S+ โฉม ปี11-15 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 3กร1286 กรุงเทพฯ,"78,327 ",อัพเดท  1 ชม. ผู้เข้าชม  1441,"239,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








40,000
ดาวน์







3,313
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000บ.


ราคาป้ายแดง880"
"2014 MAZDA MAZDA2, 1.5 Groove โฉม ปี09-14 4Dr",สีเทา เกียร์ออโต้ ทะเบียน ขล1091 กรุงเทพฯ,"129,000 ",อัพเดท  3 ชม. ผู้เข้าชม  3034,"239,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








40,000
ดาวน์







3,313
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000บ.


ราคาป้ายแดง564"
"2014 MAZDA MAZDA2, 1.5 Spirit Sports โฉม ปี09-14 5Dr",สีดำ เกียร์ออโต้ ทะเบียน 4กธ9510 กรุงเทพฯ,"94,493 ",อัพเดท  5 วัน ผู้เข้าชม  285,"255,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








40,000
ดาวน์







3,579
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000บ.


ราคาป้ายแดง640"
"2014 MAZDA BT-50, PRO 2.2 FREE STYLE CAB HI-RACER โฉม HI-RACER FREE STYLE ",สีบรอนซ์เงิน เกียร์ธรรมดา ทะเบียน 3ฒบ7139 กรุงเทพฯ,"173,800 ",อัพเดท  7 ชม. ผู้เข้าชม  3455,"285,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








45,000
ดาวน์







4,075
ผ่อน



หารถโฉมนี้ที่ดาวน์ 45,000"
"2014 MAZDA BT-50, PRO 2.2 FREE STYLE CAB HI-RACER (ABS) โฉม HI-RACER FREE STYLE ",สีขาว เกียร์ธรรมดา ทะเบียน 1ฒง5258 กรุงเทพฯ,"150,000 ",อัพเดท  2 วัน ผู้เข้าชม  3535,"289,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








45,000
ดาวน์







4,143
ผ่อน



หารถโฉมนี้ที่ดาวน์ 45,000"
"2014 MAZDA MAZDA2, 1.5 XD Sports High Plus L โฉม ปี14-ปัจจุบัน 5Dr",สีขาว เกียร์ออโต้ ทะเบียน 3กก1184 กรุงเทพฯ,"170,000 ",อัพเดท  22 ชม. ผู้เข้าชม  1181,"318,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,461
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง789"
"2014 MAZDA MAZDA2, 1.5 XD Sports High โฉม ปี14-ปัจจุบัน 5Dr",สีแดง เกียร์ออโต้ ทะเบียน 4กท568 กรุงเทพฯ,"142,890 ",อัพเดท  7 ชม. ผู้เข้าชม  1130,"318,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,461
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง750"
"2014 MAZDA MAZDA3, 2.0 C SPORTS โฉม ปี14-19 5Dr",สีดำ เกียร์ออโต้ ทะเบียน 3กก5066 กรุงเทพฯ,"161,594 ",อัพเดท  8 ชม. ผู้เข้าชม  288,"328,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








55,000
ดาวน์







4,544
ผ่อน



หารถโฉมนี้ที่ดาวน์ 55,000บ.


ราคาป้ายแดง914"
"2014 MAZDA MAZDA3, 2.0 S โฉม ปี14-19 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 3กฌ4749 กรุงเทพฯ,"210,000 ",อัพเดท  4 วัน ผู้เข้าชม  1696,"329,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








55,000
ดาวน์







4,561
ผ่อน



หารถโฉมนี้ที่ดาวน์ 55,000บ.


ราคาป้ายแดง974"
"2014 MAZDA MAZDA3, 2.0 C โฉม ปี14-19 4Dr",สีแดง เกียร์ออโต้ ทะเบียน 3ขด1329 กรุงเทพฯ,"173,284 ",อัพเดท  8 ชม. ผู้เข้าชม  956,"338,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,628
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง914"
"2014 MAZDA MAZDA3, 2.0 E โฉม ปี14-19 4Dr",สีดำ เกียร์ออโต้ ทะเบียน กต5530 กาญจนบุรี,"77,000 ",อัพเดท  1 วัน ผู้เข้าชม  1183,"339,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,644
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง833"
"2014 MAZDA CX-5, 2.0 S โฉม ปี13-ปัจจุบัน",สีเทา เกียร์ออโต้ ทะเบียน 3กณ4654 กรุงเทพฯ,"210,000 ",อัพเดท  5 วัน ผู้เข้าชม  1530,"349,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,811
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง1,400"
"2014 MAZDA CX-5, 2.0 C โฉม ปี13-ปัจจุบัน",สีขาว เกียร์ออโต้ ทะเบียน 6กบ2099 กรุงเทพฯ,"170,000 ",อัพเดท  1 วัน ผู้เข้าชม  4070,"349,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,811
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง1,290"
"2014 MAZDA MAZDA3, 2.0 E โฉม ปี14-19 4Dr",สีดำ เกียร์ออโต้ ทะเบียน 3กล1710 กรุงเทพฯ,"133,000 ",อัพเดท  5 ชม. ผู้เข้าชม  4260,"349,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,811
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง833"
"2014 MAZDA MAZDA3, 2.0 S SPORTS โฉม ปี14-19 5Dr",สีเทา เกียร์ออโต้ ทะเบียน 4กค6296 กรุงเทพฯ,"178,000 ",อัพเดท  1 ชม. ผู้เข้าชม  2452,"355,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,911
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง974"
"2014 MAZDA MAZDA3, 2.0 E โฉม ปี14-19 4Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน 3กฐ3077 กรุงเทพฯ,"140,000 ",อัพเดท  2 วัน ผู้เข้าชม  509,"359,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,977
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง833"
"2014 MAZDA MAZDA3, 2.0 C โฉม ปี14-19 4Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน 3กณ147 กรุงเทพฯ,"145,216 ",อัพเดท  1 วัน ผู้เข้าชม  2933,"359,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,977
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง914"
"2014 MAZDA BT-50, PRO 2.2 DOUBLE CAB HI-RACER (ABS/LST) โฉม HI-RACER DOUBLE CAB",สีขาว เกียร์ออโต้ ทะเบียน 3กน4689 กรุงเทพฯ,"200,000 ",อัพเดท  2 ชม. ผู้เข้าชม  3213,"359,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,977
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000"
"2014 MAZDA MAZDA3, 2.0 C โฉม ปี14-19 4Dr",สีดำ เกียร์ออโต้ ทะเบียน ขล7579 เชียงใหม่,"8,499 ",อัพเดท  3 วัน ผู้เข้าชม  386,"375,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







5,244
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง914,000

ผู้ขายลดเหลือ 364,000 ถ้าตกลงซื้อภายใน "
"2014 MAZDA MAZDA3, 2.0 S โฉม ปี14-19 4Dr",สีแดง เกียร์ออโต้ ทะเบียน 4ขช7646 กรุงเทพฯ,"188,198 ",อัพเดท  1 วัน ผู้เข้าชม  501,"369,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







5,144
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง974"
"2014 MAZDA MAZDA3, 2.0 SP SPORTS โฉม ปี14-19 5Dr",สีขาว เกียร์ออโต้ ทะเบียน 3กณ6234 กรุงเทพฯ,"150,000 ",อัพเดท  2 สัปดาห์ ผู้เข้าชม  4051,"369,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







5,144
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง1,094"
"2014 MAZDA MAZDA3, 2.0 C SPORTS โฉม ปี14-19 5Dr",สีแดง เกียร์ออโต้ ทะเบียน 4ขฌ4807 กรุงเทพฯ,"189,000 ",อัพเดท  6 ชม. ผู้เข้าชม  670,"374,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







5,227
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง914"
"2015 MAZDA MAZDA2, 1.3 High โฉม ปี14-ปัจจุบัน 4Dr",สีเทา เกียร์ออโต้ ทะเบียน 4กษ5100 กรุงเทพฯ,"204,657 ",อัพเดท  1 วัน ผู้เข้าชม  572,"279,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








45,000
ดาวน์







3,759
ผ่อน



หารถโฉมนี้ที่ดาวน์ 45,000บ.


ราคาป้ายแดง590"
"2015 MAZDA MAZDA3, 2.0 E โฉม ปี14-19 4Dr",สีเทา เกียร์ออโต้ ทะเบียน 4กบ9869 กรุงเทพฯ,"132,911 ",อัพเดท  3 วัน ผู้เข้าชม  2486,"320,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,337
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง833"
"2015 MAZDA MAZDA2, 1.5 XD High Plus โฉม ปี14-ปัจจุบัน 4Dr",สีแดง เกียร์ออโต้ ทะเบียน 4กย9668 กรุงเทพฯ,"111,334 ",อัพเดท  7 วัน ผู้เข้าชม  2848,"349,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,642
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง789"
"2015 MAZDA CX-3, 2.0 SP โฉม ปี15-ปัจจุบัน",สีขาว เกียร์ออโต้ ทะเบียน 4ขด6256 กรุงเทพฯ,"140,000 ",อัพเดท  7 วัน ผู้เข้าชม  4113,"410,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








70,000
ดาวน์







5,461
ผ่อน



หารถโฉมนี้ที่ดาวน์ 70,000บ.


ราคาป้ายแดง1,083"
"2015 MAZDA MAZDA2, 1.3 High โฉม ปี14-ปัจจุบัน 4Dr",สีแดง เกียร์ออโต้ ทะเบียน 4กผ8445 กรุงเทพฯ,"105,000 ",อัพเดท  3 วัน ผู้เข้าชม  3124,"245,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








40,000
ดาวน์







3,293
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000บ.


ราคาป้ายแดง590"
"2015 MAZDA MAZDA2, 1.3 Sports High โฉม ปี14-ปัจจุบัน 5Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน 4กฎ409 กรุงเทพฯ,"155,000 ",อัพเดท  2 วัน ผู้เข้าชม  491,"259,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








45,000
ดาวน์







3,438
ผ่อน



หารถโฉมนี้ที่ดาวน์ 45,000บ.


ราคาป้ายแดง590"
