Version,generalInfo,distance,update,cost
"2021 MAZDA MAZDA2, 1.3 High Connect โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 1ขว4806 กรุงเทพฯ,"26,094 ",อัพเดท  2 วัน ผู้เข้าชม  3972,"479,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,176
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง620"
"2021 MAZDA BT-50, PRO 2.2 DOUBLE CAB HI-RACER โฉม HI-RACER DOUBLE CAB",สีขาว เกียร์ธรรมดา ทะเบียน 1ขล2128 กรุงเทพฯ,"66,519 ",อัพเดท  5 วัน ผู้เข้าชม  4406,"485,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,269
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000"
"2021 MAZDA MAZDA2, 1.3 S Leather โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 2ขด7496 กรุงเทพฯ,"21,531 ",อัพเดท  9 ชม. ผู้เข้าชม  3845,"489,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,331
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง648"
"2021 MAZDA MAZDA2, 1.3 S Leather โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน ขว7057 ขอนแก่น,"26,838 ",อัพเดท  9 ชม. ผู้เข้าชม  4214,"489,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,331
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง648"
"2021 MAZDA CX-3, 2.0 BASE+ โฉม ปี15-ปัจจุบัน",สีเทา เกียร์ออโต้ ทะเบียน 2ขผ2634 กรุงเทพฯ,"20,000 ",อัพเดท  1 วัน ผู้เข้าชม  4041,"500,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,502
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง809"
"2022 MAZDA MAZDA2, 1.3 Sport S Leather โฉม ปี14-ปัจจุบัน 5Dr",สีขาว เกียร์ออโต้ ทะเบียน 3ขฐ1117 กรุงเทพฯ,"6,794 ",อัพเดท  4 วัน ผู้เข้าชม  4450,"490,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,347
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง648"
"2022 MAZDA BT-50, 1.9 C FREESTYLE CAB HI-RACER โฉม HI-RACER FREE STYLE ",สีเทา เกียร์ธรรมดา ทะเบียน ยบ3146 นครราชสีมา,"16,000 ",อัพเดท  6 ชม. ผู้เข้าชม  2379,"399,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








70,000
ดาวน์







5,285
ผ่อน



หารถโฉมนี้ที่ดาวน์ 70,000บ.


ราคาป้ายแดง768"
"2022 MAZDA BT-50, 1.9 C FREESTYLE CAB HI-RACER โฉม HI-RACER FREE STYLE ",สีเทา เกียร์ธรรมดา ทะเบียน ยบ3146 กรุงเทพฯ,"16,000 ",อัพเดท  6 ชม. ผู้เข้าชม  4434,"419,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








70,000
ดาวน์







5,606
ผ่อน



หารถโฉมนี้ที่ดาวน์ 70,000บ.


ราคาป้ายแดง768"
"2022 MAZDA MAZDA2, 1.3 C โฉม ปี14-ปัจจุบัน 4Dr",สีดำ เกียร์ออโต้ ทะเบียน 3ขช1241 กรุงเทพฯ,"36,865 ",อัพเดท  5 วัน ผู้เข้าชม  4065,"445,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








70,000
ดาวน์







5,805
ผ่อน



หารถโฉมนี้ที่ดาวน์ 70,000บ.


ราคาป้ายแดง602"
"2022 MAZDA MAZDA2, 1.3 S โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 2ขบ4360 กรุงเทพฯ,"64,130 ",อัพเดท  1 วัน ผู้เข้าชม  4539,"455,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







5,805
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง627"
"2022 MAZDA MAZDA2, 1.3 S Leather โฉม ปี14-ปัจจุบัน 4Dr",สีดำ เกียร์ออโต้ ทะเบียน 2ขผ9195 กรุงเทพฯ,"36,884 ",อัพเดท  12 ชม. ผู้เข้าชม  3189,"459,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







5,867
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง648"
"2022 MAZDA MAZDA2, 1.3 S Leather โฉม ปี14-ปัจจุบัน 4Dr",สี เกียร์ออโต้ ทะเบียน 2ขผ1429 กรุงเทพฯ,"31,481 ",อัพเดท  5 ชม. ผู้เข้าชม  2748,"464,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







5,944
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง648"
"2022 MAZDA MAZDA2, 1.3 Sport C โฉม ปี14-ปัจจุบัน 5Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน 3ขน549 กรุงเทพฯ,"31,000 ",อัพเดท  3 ชม. ผู้เข้าชม  4004,"468,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,006
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง602"
"2022 MAZDA MAZDA2, 1.3 Sport S Leather โฉม ปี14-ปัจจุบัน 5Dr",สีขาว เกียร์ออโต้ ทะเบียน 3ขท825 กรุงเทพฯ,"20,783 ",อัพเดท  1 วัน ผู้เข้าชม  3526,"469,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,022
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง648"
"2022 MAZDA MAZDA2, 1.3 Sport S Leather โฉม ปี14-ปัจจุบัน 5Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน กน9681 ปราจีนบุรี,"15,361 ",อัพเดท  12 ชม. ผู้เข้าชม  3072,"469,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,022
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง648"
"2022 MAZDA MAZDA2, 1.3 Sport S Leather โฉม ปี14-ปัจจุบัน 5Dr",สีบรอนซ์เงิน เกียร์ออโต้ ทะเบียน 2ขถ8187 กรุงเทพฯ,"16,197 ",อัพเดท  5 ชม. ผู้เข้าชม  2932,"469,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,022
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง648"
"2022 MAZDA MAZDA2, 1.3 S Leather โฉม ปี14-ปัจจุบัน 4Dr",สี เกียร์ออโต้ ทะเบียน 4ขต7263 กรุงเทพฯ,"33,785 ",อัพเดท  5 ชม. ผู้เข้าชม  3016,"469,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,022
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง648"
"2022 MAZDA MAZDA2, 1.3 S Leather โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน จฉ7583 ชลบุรี,"26,359 ",อัพเดท  1 วัน ผู้เข้าชม  241,"479,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,176
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง648"
"2022 MAZDA MAZDA2, 1.3 S Leather โฉม ปี14-ปัจจุบัน 4Dr",สีบรอนซ์เงิน เกียร์ออโต้ ทะเบียน ขย1697 ระยอง,"7,063 ",อัพเดท  1 วัน ผู้เข้าชม  1709,"479,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,176
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง648"
"2022 MAZDA MAZDA2, 1.3 S Leather โฉม ปี14-ปัจจุบัน 4Dr",สี เกียร์ออโต้ ทะเบียน 3ขฆ365 กรุงเทพฯ,"36,069 ",อัพเดท  5 ชม. ผู้เข้าชม  2059,"479,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,176
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง648"
"2022 MAZDA MAZDA2, 1.3 S Leather โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 4ขฎ3905 กรุงเทพฯ,"15,913 ",อัพเดท  5 ชม. ผู้เข้าชม  2813,"479,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,176
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง648"
"2022 MAZDA MAZDA2, 1.3 S Leather โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 2ขห1569 กรุงเทพฯ,"42,618 ",อัพเดท  12 ชม. ผู้เข้าชม  1577,"489,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,331
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง648"
"2022 MAZDA MAZDA2, 1.3 S Leather โฉม ปี14-ปัจจุบัน 4Dr",สีเทา เกียร์ออโต้ ทะเบียน จจ894 เชียงใหม่,"17,549 ",อัพเดท  2 วัน ผู้เข้าชม  2856,"489,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,331
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง648"
"2022 MAZDA MAZDA2, 1.3 Sport S Leather โฉม ปี14-ปัจจุบัน 5Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน 3ขก2146 กรุงเทพฯ,"57,121 ",อัพเดท  5 ชม. ผู้เข้าชม  3670,"489,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,331
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง648"
"2022 MAZDA MAZDA2, 1.3 S Leather โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน จจ2152 ชลบุรี,"10,140 ",อัพเดท  4 ชม. ผู้เข้าชม  4770,"489,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,331
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง648"
"2022 MAZDA MAZDA2, 1.3 S Leather โฉม ปี14-ปัจจุบัน 4Dr",สีเทา เกียร์ออโต้ ทะเบียน ขพ4549 ระยอง,"16,230 ",อัพเดท  9 ชม. ผู้เข้าชม  4635,"489,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,331
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง648"
"2022 MAZDA MAZDA2, 1.3 S Leather โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน กง5456 อำนาจเจริญ,"23,183 ",อัพเดท  2 วัน ผู้เข้าชม  4999,"509,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








80,000
ดาวน์







6,641
ผ่อน



หารถโฉมนี้ที่ดาวน์ 80,000บ.


ราคาป้ายแดง648"
"2022 MAZDA MAZDA2, 1.3 Sport S Leather โฉม ปี14-ปัจจุบัน 5Dr",สีเทา เกียร์ออโต้ ทะเบียน 3ขก9277 กรุงเทพฯ,"9,254 ",อัพเดท  1 วัน ผู้เข้าชม  4032,"559,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








90,000
ดาวน์







7,260
ผ่อน



หารถโฉมนี้ที่ดาวน์ 90,000บ.


ราคาป้ายแดง648"
"2022 MAZDA CX-3, 2.0 BASE+ โฉม ปี15-ปัจจุบัน",สี เกียร์ออโต้ ทะเบียน 1ขฌ7858 กรุงเทพฯ,"32,445 ",อัพเดท  6 ชม. ผู้เข้าชม  2034,"599,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








100,000
ดาวน์







7,724
ผ่อน



หารถโฉมนี้ที่ดาวน์ 100,000บ.


ราคาป้ายแดง809"
"2022 MAZDA CX-3, 2.0 BASE+ โฉม ปี15-ปัจจุบัน",สีเทา เกียร์ออโต้ ทะเบียน 1กล888 กรุงเทพฯ,"23,785 ",อัพเดท  6 ชม. ผู้เข้าชม  4789,"629,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








100,000
ดาวน์







8,189
ผ่อน



หารถโฉมนี้ที่ดาวน์ 100,000บ.


ราคาป้ายแดง809"
"2022 MAZDA CX-3, 2.0 COMFORT โฉม ปี15-ปัจจุบัน",สีขาว เกียร์ออโต้ ทะเบียน 3ขผ6522 กรุงเทพฯ,"28,070 ",อัพเดท  2 วัน ผู้เข้าชม  4756,"699,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








150,000
ดาวน์







8,498
ผ่อน



หารถโฉมนี้ที่ดาวน์ 150,000บ.


ราคาป้ายแดง879"
"2022 MAZDA BT-50, 3.0 SP DOUBLE CAB 4WD โฉม DOUBLE CAB",สีแดง เกียร์ออโต้ ทะเบียน กร4882 ราชบุรี,"74,677 ",อัพเดท  4 ชม. ผู้เข้าชม  5000,"729,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








150,000
ดาวน์







8,963
ผ่อน



หารถโฉมนี้ที่ดาวน์ 150,000บ.


ราคาป้ายแดง1,153"
"2022 MAZDA MAZDA3, 2.0 C SPORTS โฉม ปี19-ปัจจุบัน 5Dr",สีเทา เกียร์ออโต้ ทะเบียน 2ขธ6110 กรุงเทพฯ,"27,000 ",อัพเดท  12 ชม. ผู้เข้าชม  2915,"759,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








150,000
ดาวน์







9,427
ผ่อน



หารถโฉมนี้ที่ดาวน์ 150,000บ.


ราคาป้ายแดง969"
"2023 MAZDA MAZDA2, 1.3 C โฉม ปี14-ปัจจุบัน 4Dr",สีเทา เกียร์ออโต้ ทะเบียน 3ขล8268 กรุงเทพฯ,"21,164 ",อัพเดท  1 วัน ผู้เข้าชม  3299,"449,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








70,000
ดาวน์







5,867
ผ่อน



หารถโฉมนี้ที่ดาวน์ 70,000บ.


ราคาป้ายแดง602"
"2023 MAZDA CX-30, 2.0 SP โฉม ปี19-ปัจจุบัน",สีน้ำตาล เกียร์ออโต้ ทะเบียน 3ขฒ8916 กรุงเทพฯ,"33,577 ",อัพเดท  6 ชม. ผู้เข้าชม  2474,"899,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








150,000
ดาวน์







11,594
ผ่อน



หารถโฉมนี้ที่ดาวน์ 150,000บ.


ราคาป้ายแดง1,199"
"2023 MAZDA MAZDA3, 2.0 SP SPORTS โฉม ปี19-ปัจจุบัน 5Dr",สีขาว เกียร์ออโต้ ทะเบียน 3ขณ8596 กรุงเทพฯ,"14,838 ",อัพเดท  6 ชม. ผู้เข้าชม  4219,"899,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








150,000
ดาวน์







11,594
ผ่อน



หารถโฉมนี้ที่ดาวน์ 150,000บ.


ราคาป้ายแดง1,198"
