id,title,price,brand,subversion,version,subtype,cartype,year,distance,fuel,gear,color,gas,seller,address,web,webid,date
1,ขาย|มือสอง,"819,000",Mazda,2.0 S,2.0 S,SUV,Utility-car,2020,"30,000",เบนซิน,เกียร์อัตโนมัติ,ดำ,ไม่ติดแก๊ส,topgearauto,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368544055
",2023-10-28
2,ขาย|มือสอง,"688,000",Mazda,2.0 SP Sports,2.0 SP Sports,Sedan,Sedan,2019,"85,000",เบนซิน,เกียร์อัตโนมัติ,บรอนซ์เงิน,ไม่ติดแก๊ส,topgearauto,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368610187
",2023-10-28
3,ขาย|มือสอง,"329,000",Mazda,1.3 Sports High Connect,1.3 Sports High Connect,Sedan,Sedan,2017,"120,000",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,M6478279,ราษฎร์บูรณะ กรุงเทพมหานคร,rodkaidee,"/product-368669857
",2023-10-28
4,ขาย|มือสอง,"326,000",Mazda,1.3 Sports High Plus,1.3 Sports High Plus,Hatchback,Sedan,2016,"80,000",เบนซิน,เกียร์อัตโนมัติ,น้ำตาล,ไม่ติดแก๊ส,Knot Suntipop,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368591658
",2023-10-28
5,ขาย|มือสอง,"469,000",Mazda,2.0 S,2.0 S,Hatchback,Sedan,2019,"40,000",เบนซิน,เกียร์อัตโนมัติ,น้ำตาล,ไม่ติดแก๊ส,Knot Suntipop,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368612234
",2023-10-28
6,ขาย|มือสอง,"978,000",Mazda,2.2 XDL,2.2 XDL,SUV,Utility-car,2021,"70,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,Knot Suntipop,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368280062
",2023-10-28
7,ขาย|มือสอง,"165,000",Mazda,1.6 Spirit Sports,1.6 Spirit Sports,Hatchback,Sedan,2010,"185,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,LPG,อำนาจ,สวนหลวง กรุงเทพมหานคร,rodkaidee,"/product-368498240
",2023-10-28
8,ขาย|มือสอง,"378,000",Mazda,2.0 C Sports,2.0 C Sports,Hatchback,Sedan,2017,"274,313",เบนซิน,เกียร์อัตโนมัติ,น้ำเงิน,ไม่ติดแก๊ส,เบนซ์ 88 ออโต้,มีนบุรี กรุงเทพมหานคร,rodkaidee,"/product-368667171
",2023-10-28
9,ขาย|มือสอง,"399,000",Mazda,1.3 SP Sports,1.3 SP Sports,Hatchback,Sedan,2020,"274,313",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,Louis Car Mall,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368669371
",2023-10-28
10,ขาย|มือสอง,"298,000",Mazda,2.2 Hi-Racer,2.2 Hi-Racer,Hatchback,Sedan,2020,"274,313",ดีเซล,เกียร์ธรรมดา,ขาว,ไม่ติดแก๊ส,แสงอรุณออโต้คาร์,เมืองนครราชสีมา นครราชสีมา,rodkaidee,"/product-368610243
",2023-10-28
97,ขาย|มือสอง,"449,000",Mazda,1.3 Skyactiv-G,1.3 Skyactiv-G,Sedan,Sedan,2022,"12,102",เบนซิน,เกียร์อัตโนมัติ,ดำ,ไม่ติดแก๊ส,Carro Thailand,สวนหลวง กรุงเทพมหานคร,rodkaidee,"/product-368482699
",2023-10-28
98,ขาย|มือสอง,"399,000",Mazda,1.3 High Connect,1.3 High Connect,Sedan,Sedan,2019,"12,102",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,เคเอส สปีด 0804494466,ประเวศ กรุงเทพมหานคร,rodkaidee,"/product-368502352
",2023-10-28
99,ขาย|มือสอง,"459,000",Mazda,2.0 S,2.0 S,Sedan,Sedan,2015,"116,999",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,Muangchon Used Car,เมืองชลบุรี ชลบุรี,rodkaidee,"/product-368633110
",2023-10-28
100,ขาย|มือสอง,"799,000",Mazda,2.0 SP,2.0 SP,Hatchback,Sedan,2021,"116,999",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,รถบ้านฝากขาย,บางบัวทอง นนทบุรี,rodkaidee,"/product-368410236
",2023-10-28
101,ขาย|มือสอง,"349,000",Mazda,1.5 XD High Plus,1.5 XD High Plus,Sedan,Sedan,2016,"116,999",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,รถบ้านฝากขาย,บางบัวทอง นนทบุรี,rodkaidee,"/product-368482763
",2023-10-28
102,ขาย|มือสอง,"549,000",Mazda,2.2 XDL 4WD,2.2 XDL 4WD,Hatchback,Sedan,2016,"116,999",เบนซิน,เกียร์อัตโนมัติ,ดำ,ไม่ติดแก๊ส,รถบ้านฝากขาย,บางบัวทอง นนทบุรี,rodkaidee,"/product-368037963
",2023-10-28
103,ขาย|มือสอง,"279,000",Mazda,2.0 Maxx Sports,2.0 Maxx Sports,Hatchback,Sedan,2012,"120,000",เบนซิน,เกียร์อัตโนมัติ,ดำ,ไม่ติดแก๊ส,รถบ้านฝากขาย,บางบัวทอง นนทบุรี,rodkaidee,"/product-368636279
",2023-10-28
104,ขาย|มือสอง,"359,000",Mazda,1.3 Sports High Plus,1.3 Sports High Plus,Hatchback,Sedan,2016,"120,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,รถบ้านฝากขาย,บางบัวทอง นนทบุรี,rodkaidee,"/product-368632018
",2023-10-28
105,ขาย|มือสอง,"289,000",Mazda,1.5 Skyactiv-D,1.5 Skyactiv-D,Passenger-van,Van,2015,"113,000",ดีเซล,เกียร์อัตโนมัติ,น้ำเงิน,ไม่ติดแก๊ส,M5101683,บางพลี สมุทรปราการ,rodkaidee,"/product-368661015
",2023-10-28
106,ขาย|มือสอง,"148,000",Mazda,1.5 Maxx Sports,1.5 Maxx Sports,Sedan,Sedan,2011,"183,254",เบนซิน,เกียร์อัตโนมัติ,เขียว,ไม่ติดแก๊ส,รถบ้านมงคล,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368300805
",2023-10-28
107,ขาย|มือสอง,"348,000",Mazda,1.3 Sports High Connect,1.3 Sports High Connect,Hatchback,Sedan,2020,"10,256",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,รถบ้านมงคล,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368254993
",2023-10-28
108,ขาย|มือสอง,"98,000",Mazda,2.9,2.9,Smart-cab,Pickup,2001,"188,643",ดีเซล,เกียร์ธรรมดา,บรอนซ์ทอง,ไม่ติดแก๊ส,รถบ้านมงคล,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368300944
",2023-10-28
109,ขาย|มือสอง,"438,000",Mazda,1.3 Sports High Connect,1.3 Sports High Connect,Hatchback,Sedan,2020,"10,254",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,รถบ้านมงคล,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368255069
",2023-10-28
110,ขาย|มือสอง,"142,000",Mazda,1.5 Spirit Sports,1.5 Spirit Sports,Hatchback,Sedan,2012,"80,000",เบนซิน,เกียร์อัตโนมัติ,ดำ,ไม่ติดแก๊ส,M5747887,บางรัก กรุงเทพมหานคร,rodkaidee,"/product-368561146
",2023-10-28
111,ขาย|มือสอง,"285,000",Mazda,1.3 Standard,1.3 Standard,Sedan,Sedan,2018,"115,000",เบนซิน,เกียร์อัตโนมัติ,น้ำตาล,ไม่ติดแก๊ส,กำพลรถบ้าน,สามพราน นครปฐม,rodkaidee,"/product-368123550
",2023-10-28
112,ขาย|มือสอง,"395,000",Mazda,2.0 C Sports,2.0 C Sports,Hatchback,Sedan,2014,"130,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,REGENT HOME CAR,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368180696
",2023-10-28
113,ขาย|มือสอง,"585,000",Mazda,2.0 E,2.0 E,SUV,Utility-car,2021,"30,000",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,SAWAENG CNX,เมืองเชียงใหม่ เชียงใหม่,rodkaidee,"/product-368660163
",2023-10-28
114,ขาย|มือสอง,"395,000",Mazda,1.3 Skyactiv-G S Leather Sedan,1.3 Skyactiv-G S Leather Sedan,Sedan,Sedan,2020,"44,000",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,Chanamate,บางบัวทอง นนทบุรี,rodkaidee,"/product-367884984
",2023-10-28
115,ขาย|มือสอง,"399,000",Mazda,2.0 S Sports,2.0 S Sports,Hatchback,Sedan,2016,"44,000",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,Louis Car Mall,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368659855
",2023-10-28
116,ขาย|มือสอง,"749,000",Mazda,2.0 S,2.0 S,SUV,Utility-car,2020,"140,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,วิสาร กาญจนาภิเษก,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368659653
",2023-10-28
117,ขาย|มือสอง,"345,000",Mazda,2.0 E,2.0 E,Hatchback,Sedan,2014,"125,000",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,M3543168,ปากเกร็ด นนทบุรี,rodkaidee,"/product-368658782
",2023-10-28
118,ขาย|มือสอง,"329,000",Mazda,1.3 High Connect,1.3 High Connect,Hatchback,Sedan,2016,"160,000",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,Chanon,บางขุนเทียน กรุงเทพมหานคร,rodkaidee,"/product-368657643
",2023-10-28
119,ขาย|มือสอง,"399,000",Mazda,1.3 Sports High Plus,1.3 Sports High Plus,Hatchback,Sedan,2020,"70,000",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,TK GOOD CAR,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368286223
",2023-10-28
120,ขาย|มือสอง,"199,000",Mazda,1.6 Spirit Sports,1.6 Spirit Sports,Hatchback,Sedan,2012,"70,000",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,TR Auto Car 🚙 0963596987,บางนา กรุงเทพมหานคร,rodkaidee,"/product-368219683
",2023-10-28
121,ขาย|มือสอง,"139,000",Mazda,1.5 Spirit Sports,1.5 Spirit Sports,Hatchback,Sedan,2010,"231,200",เบนซิน,เกียร์อัตโนมัติ,ฟ้า,ไม่ติดแก๊ส,TR Auto Car 🚙 0963596987,บางนา กรุงเทพมหานคร,rodkaidee,"/product-368219713
",2023-10-28
122,ขาย|มือสอง,"500,000",Mazda,2.0 S,2.0 S,Hatchback,Sedan,2019,"40,000",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,ไลอ้อน,เมืองขอนแก่น ขอนแก่น,rodkaidee,"/product-368656971
",2023-10-28
123,ขาย|มือสอง,"339,000",Mazda,1.5 XD Sport High Plus L,1.5 XD Sport High Plus L,Sedan,Sedan,2015,"190,000",ดีเซล,เกียร์อัตโนมัติ,ดำ,ไม่ติดแก๊ส,รถบ้านคุณตัวเล็ก,บางบัวทอง นนทบุรี,rodkaidee,"/product-368306424
",2023-10-28
124,ขาย|มือสอง,"419,000",Mazda,1.3 High Plus,1.3 High Plus,Sedan,Sedan,2019,"72,000",เบนซิน,เกียร์อัตโนมัติ,ดำ,ไม่ติดแก๊ส,รถบ้านคุณตัวเล็ก,บางบัวทอง นนทบุรี,rodkaidee,"/product-368143065
",2023-10-28
125,ขาย|มือสอง,"295,000",Mazda,1.3 Sports High,1.3 Sports High,Hatchback,Sedan,2015,"110,000",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,Bunjerd2520,เมืองนครราชสีมา นครราชสีมา,rodkaidee,"/product-368367039
",2023-10-28
126,ขาย|มือสอง,"219,000",Mazda,1.6 Spirit Sports,1.6 Spirit Sports,Hatchback,Sedan,2012,"170,000",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,[email protected],คลองหลวง ปทุมธานี,rodkaidee,"/product-368600047
",2023-10-28
127,ขาย|มือสอง,"399,000",Mazda,2.0 E,2.0 E,Hatchback,Sedan,2017,"62,000",เบนซิน,เกียร์อัตโนมัติ,น้ำตาล,ไม่ติดแก๊ส,Nuttapong,ธนบุรี กรุงเทพมหานคร,rodkaidee,"/product-365556887
",2023-10-28
128,ขาย|มือสอง,"249,000",Mazda,2.2 Hi-Racer,2.2 Hi-Racer,Double-cab,Pickup,2013,"98,000",ดีเซล,เกียร์ธรรมดา,แดง,ไม่ติดแก๊ส,วีรวิชญ์ คาร์ (Werawit Car),บางแค กรุงเทพมหานคร,rodkaidee,"/product-368654981
",2023-10-28
129,ขาย|มือสอง,"799,000",Mazda,2.2 XDL,2.2 XDL,SUV,Utility-car,2020,"124,000",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,Cityofbrandname,บางขุนเทียน กรุงเทพมหานคร,rodkaidee,"/product-368440328
",2023-10-28
130,ขาย|มือสอง,"625,000",Mazda,2.0 S,2.0 S,SUV,Utility-car,2018,"47,500",เบนซิน,เกียร์อัตโนมัติ,บรอนซ์เงิน,ไม่ติดแก๊ส,wisitprivate,เมืองสุราษฎร์ธานี สุราษฎร์ธานี,rodkaidee,"/product-368652441
",2023-10-28
131,ขาย|มือสอง,"829,000",Mazda,2.0 SP,2.0 SP,SUV,Utility-car,2020,"53,719",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,SIT AUTO,บางแค กรุงเทพมหานคร,rodkaidee,"/product-367972403
",2023-10-28
132,ขาย|มือสอง,"400,000",Mazda,2.0 S,2.0 S,Hatchback,Sedan,2014,"92,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,Pop Supachok,บางรัก กรุงเทพมหานคร,rodkaidee,"/product-368650840
",2023-10-28
133,ขาย|มือสอง,"348,000",Mazda,2.0 SP Sports,2.0 SP Sports,Hatchback,Sedan,2014,"160,000",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,M3167281,ดอนเมือง กรุงเทพมหานคร,rodkaidee,"/product-368649908
",2023-10-28
134,ขาย|มือสอง,"239,000",Mazda,1.6 Spirit,1.6 Spirit,Sedan,Sedan,2013,"110,000",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,TK GOOD CAR,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368033664
",2023-10-28
135,ขาย|มือสอง,"349,000",Mazda,1.3 High Plus,1.3 High Plus,Sedan,Sedan,2019,"80,700",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,REGENT HOME CAR,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368565101
",2023-10-28
136,ขาย|มือสอง,"355,000",Mazda,1.5 XD High Plus,1.5 XD High Plus,Sedan,Sedan,2016,"120,000",ดีเซล,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,กำพลรถบ้าน,สามพราน นครปฐม,rodkaidee,"/product-368054878
",2023-10-28
137,ขาย|มือสอง,"679,000",Mazda,2.0 S,2.0 S,Hatchback,Sedan,2021,"19,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,marut09,ทวีวัฒนา กรุงเทพมหานคร,rodkaidee,"/product-368646363
",2023-10-28
138,ขาย|มือสอง,"368,000",Mazda,1.3 High Connect,1.3 High Connect,Sedan,Sedan,2017,"122,627",เบนซิน,เกียร์อัตโนมัติ,ดำ,ไม่ติดแก๊ส,กันเองบริการ รถยนต์มือสอง,เมืองชลบุรี ชลบุรี,rodkaidee,"/product-368645730
",2023-10-28
139,ขาย|มือสอง,"768,000",Mazda,2.0 SP,2.0 SP,Sedan,Sedan,2019,"42,430",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,เบนซ์ 88 ออโต้,มีนบุรี กรุงเทพมหานคร,rodkaidee,"/product-368174668
",2023-10-28
140,ขาย|มือสอง,"365,000",Mazda,2.0 SP,2.0 SP,Hatchback,Sedan,2014,"115,884",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,กันเองบริการ รถยนต์มือสอง,เมืองชลบุรี ชลบุรี,rodkaidee,"/product-368645062
",2023-10-28
141,ขาย|มือสอง,"345,000",Mazda,1.3 Sports High Plus,1.3 Sports High Plus,Hatchback,Sedan,2017,"139,176",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,กันเองบริการ รถยนต์มือสอง,เมืองชลบุรี ชลบุรี,rodkaidee,"/product-368645031
",2023-10-28
142,ขาย|มือสอง,"335,000",Mazda,1.3 Sports High Plus,1.3 Sports High Plus,Hatchback,Sedan,2016,"100,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,Nannaphat,บางขุนเทียน กรุงเทพมหานคร,rodkaidee,"/product-366980569
",2023-10-28
143,ขาย|มือสอง,"125,000",Mazda,1.5 Groove,1.5 Groove,Hatchback,Sedan,2012,"219,000",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,M5385443,ราษฎร์บูรณะ กรุงเทพมหานคร,rodkaidee,"/product-368642643
",2023-10-28
144,ขาย|มือสอง,"125,000",Mazda,1.5 Groove,1.5 Groove,Hatchback,Sedan,2010,"180,000",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,M5385443,ราษฎร์บูรณะ กรุงเทพมหานคร,rodkaidee,"/product-368642014
",2023-10-28
145,ขาย|มือสอง,"360,000",Mazda,2.2 Hi-Racer,2.2 Hi-Racer,Double-cab,Pickup,2017,"35,000",ดีเซล,เกียร์ธรรมดา,ขาว,ไม่ติดแก๊ส,เคเอส สปีด 0804494466,ประเวศ กรุงเทพมหานคร,rodkaidee,"/product-368641815
",2023-10-28
146,ขาย|มือสอง,"680,000",Mazda,2.0 C,2.0 C,Sedan,Sedan,2020,"18,000",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,THANAN JBS,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368304513
",2023-10-28
147,ขาย|มือสอง,"1,249,000",Mazda,2.2 XDL Exclusive 4WD,2.2 XDL Exclusive 4WD,Sedan,Sedan,2021,"18,000",ดีเซล,เกียร์อัตโนมัติ,ดำ,ไม่ติดแก๊ส,ขายรถมือ2,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368560061
",2023-10-28
148,ขาย|มือสอง,"189,000",Mazda,2.0 E Sports,2.0 E Sports,Sedan,Sedan,2012,"70,000",เบนซิน,เกียร์ธรรมดา,เทา,ไม่ติดแก๊ส,M1390844,สวนหลวง กรุงเทพมหานคร,rodkaidee,"/product-368640304
",2023-10-28
149,ขาย|มือสอง,"359,000",Mazda,1.3 Sports High Connect,1.3 Sports High Connect,Sedan,Sedan,2017,"106,000",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,TK GOOD CAR,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-367335122
",2023-10-28
150,ขาย|มือสอง,"359,000",Mazda,1.3 High,1.3 High,Sedan,Sedan,2020,"50,000",เบนซิน,เกียร์อัตโนมัติ,บรอนซ์เงิน,ไม่ติดแก๊ส,TK GOOD CAR,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368545062
",2023-10-28
151,ขาย|มือสอง,"500,000",Mazda,1.3 Skyactiv-G S Leather Sports,1.3 Skyactiv-G S Leather Sports,Hatchback,Sedan,2022,"26,500",เบนซิน,เกียร์อัตโนมัติ,ดำ,ไม่ติดแก๊ส,Kawita,เมืองสมุทรปราการ สมุทรปราการ,rodkaidee,"/product-368318988
",2023-10-28
152,ขาย|มือสอง,"399,000",Mazda,1.3 High Connect,1.3 High Connect,Sedan,Sedan,2018,"74,330",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,BIGCAR GROUP,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368272038
",2023-10-28
153,ขาย|มือสอง,"320,000",Mazda,2.2 Hi-Racer,2.2 Hi-Racer,Sedan,Sedan,2016,"162,825",ดีเซล,เกียร์ธรรมดา,ดำ,ไม่ติดแก๊ส,เสกรถบ้าน,ศรีราชา ชลบุรี,rodkaidee,"/product-368419090
",2023-10-28
154,ขาย|มือสอง,"329,000",Mazda,1.3 High Connect,1.3 High Connect,Sedan,Sedan,2019,"130,000",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,Natty,สายไหม กรุงเทพมหานคร,rodkaidee,"/product-368637681
",2023-10-28
155,ขาย|มือสอง,"759,000",Mazda,2.2 XDL 4WD,2.2 XDL 4WD,SUV,Utility-car,2017,"91,000",ดีเซล,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,ศูนย์รถยนต์ 54นิวัฒน์,ภาษีเจริญ กรุงเทพมหานคร,rodkaidee,"/product-368326719
",2023-10-28
156,ขาย|มือสอง,"499,000",Mazda,2.0 E,2.0 E,Sedan,Sedan,2019,"50,179",เบนซิน,เกียร์อัตโนมัติ,ดำ,ไม่ติดแก๊ส,BIGCAR GROUP,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368280548
",2023-10-28
157,ขาย|มือสอง,"395,000",Mazda,1.3 SP,1.3 SP,Hatchback,Sedan,2020,"69,510",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,[email protected],เฉลิมพระเกียรติ สระบุรี,rodkaidee,"/product-368636793
",2023-10-28
158,ขาย|มือสอง,"348,000",Mazda,1.3 High Connect,1.3 High Connect,Sedan,Sedan,2015,"87,558",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,BIGCAR GROUP,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368272759
",2023-10-28
159,ขาย|มือสอง,"199,000",Mazda,1.6 V,1.6 V,Hatchback,Sedan,2010,"87,558",เบนซิน,เกียร์อัตโนมัติ,ดำ,ไม่ติดแก๊ส,ขุมทรัพย์ รถบ้านคุณภาพดี,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-367980157
",2023-10-28
160,ขาย|มือสอง,"349,000",Mazda,1.5 XD Sport High Plus L,1.5 XD Sport High Plus L,Hatchback,Sedan,2015,"100,000",ดีเซล,เกียร์อัตโนมัติ,น้ำตาล,ไม่ติดแก๊ส,TK GOOD CAR,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368276495
",2023-10-28
161,ขาย|มือสอง,"2,590,000",Mazda,2.6,2.6,Coupe,Sedan,1993,"120,000",เบนซิน,เกียร์ธรรมดา,แดง,ไม่ติดแก๊ส,mr.Zaza,เมืองนนทบุรี นนทบุรี,rodkaidee,"/product-368550725
",2023-10-28
162,ขาย|มือสอง,"549,000",Mazda,2.0 C,2.0 C,SUV,Utility-car,2019,"64,298",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,แคนดี้ 🚘canusedcar,ดอยสะเก็ด เชียงใหม่,rodkaidee,"/product-368634351
",2023-10-28
163,ขาย|มือสอง,"249,000",Mazda,2.2 S,2.2 S,Single-cab,Pickup,2013,"207,000",ดีเซล,เกียร์ธรรมดา,เทา,ไม่ติดแก๊ส,สิวะ,เมืองสมุทรสาคร สมุทรสาคร,rodkaidee,"/product-368613098
",2023-10-28
164,ขาย|มือสอง,"295,000",Mazda,1.3 Sports High Plus,1.3 Sports High Plus,Hatchback,Sedan,2015,"98,300",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,M7513193,บึงกุ่ม กรุงเทพมหานคร,rodkaidee,"/product-368610614
",2023-10-28
165,ขาย|มือสอง,"489,000",Mazda,2.0 C,2.0 C,SUV,Utility-car,2018,"107,635",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,แคนดี้ 🚘canusedcar,ดอยสะเก็ด เชียงใหม่,rodkaidee,"/product-368633240
",2023-10-28
166,ขาย|มือสอง,"333,000",Mazda,1.5 XD Sports High Plus,1.5 XD Sports High Plus,Hatchback,Sedan,2015,"174,141",ดีเซล,เกียร์อัตโนมัติ,น้ำตาล,ไม่ติดแก๊ส,สระบุรี เซ็นเตอร์ ยูสคาร์,เมืองสระบุรี สระบุรี,rodkaidee,"/product-368632790
",2023-10-28
167,ขาย|มือสอง,"335,000",Mazda,1.3 Sports High Plus,1.3 Sports High Plus,Hatchback,Sedan,2015,"84,136",เบนซิน,เกียร์อัตโนมัติ,น้ำตาล,ไม่ติดแก๊ส,รถบ้าน ยูโด ยูสคาร์,บางเขน กรุงเทพมหานคร,rodkaidee,"/product-368631013
",2023-10-28
168,ขาย|มือสอง,"455,000",Mazda,2.2 XDL 4WD,2.2 XDL 4WD,SUV,Utility-car,2014,"117,500",ดีเซล,เกียร์อัตโนมัติ,น้ำเงิน,ไม่ติดแก๊ส,PHT.DANIEL,จตุจักร กรุงเทพมหานคร,rodkaidee,"/product-368629847
",2023-10-28
169,ขาย|มือสอง,"328,000",Mazda,2.2 Hi-Racer,2.2 Hi-Racer,Smart-cab,Pickup,2019,"117,500",ดีเซล,เกียร์ธรรมดา,ขาว,ไม่ติดแก๊ส,M3703620,สามพราน นครปฐม,rodkaidee,"/product-368160945
",2023-10-28
170,ขาย|มือสอง,"719,000",Mazda,2.0 SP Sports,2.0 SP Sports,Sedan,Sedan,2021,"34,908",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,SIT AUTO,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368628970
",2023-10-28
171,ขาย|มือสอง,"699,000",Mazda,2.0 SP,2.0 SP,SUV,Utility-car,2018,"100,509",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,SIT AUTO,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368299405
",2023-10-28
172,ขาย|มือสอง,"309,000",Mazda,2.2 Hi-Racer,2.2 Hi-Racer,Smart-cab,Pickup,2018,"52,000",ดีเซล,เกียร์ธรรมดา,เทา,ไม่ติดแก๊ส,วีรวิชญ์ คาร์ (Werawit Car),บางแค กรุงเทพมหานคร,rodkaidee,"/product-368391797
",2023-10-28
173,ขาย|มือสอง,"595,000",Mazda,2.0 SP,2.0 SP,Sedan,Sedan,2020,"132,000",เบนซิน,เกียร์อัตโนมัติ,ดำ,ไม่ติดแก๊ส,วีรวิชญ์ คาร์ (Werawit Car),บางแค กรุงเทพมหานคร,rodkaidee,"/product-367896638
",2023-10-28
174,ขาย|มือสอง,"295,000",Mazda,1.5 XD High Connect,1.5 XD High Connect,Sedan,Sedan,2016,"145,000",ดีเซล,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,วีรวิชญ์ คาร์ (Werawit Car),บางแค กรุงเทพมหานคร,rodkaidee,"/product-368621009
",2023-10-28
175,ขาย|มือสอง,"295,000",Mazda,2.2 Hi-Racer,2.2 Hi-Racer,Double-cab,Pickup,2013,"186,745",ดีเซล,เกียร์ธรรมดา,แดง,ไม่ติดแก๊ส,คุณคม,เมืองพิษณุโลก พิษณุโลก,rodkaidee,"/product-368626503
",2023-10-28
